Years	 Months 	Days	Ahlan	Atchakpa	Atcherigbe	Beterou	Bonou	Dome	Kaboua
1996	3	20	7.602000237	0.393000007	0	0	8.149999619	2.440000057	NA
1996	3	21	7.602000237	0.361999989	0	0	8.032999992	2.441999912	NA
1996	3	22	7.633999825	0.330000013	0	0	8.032999992	2.762000084	NA
1996	3	23	8.012000084	0.280999988	0	0	8.05700016	2.621000051	NA
1996	3	24	7.822000027	0.204999998	0	0	8.550000191	2.505000114	NA
1996	3	25	7.596000195	0.142000005	0	0	8.401000023	2.371000051	NA
1996	3	26	7.320000172	0.043000001	0	0	7.94299984	2.328000069	NA
1996	3	27	7.282999992	0.008	0	0	7.800000191	2.26699996	NA
1996	3	28	7.190000057	0.006	0	0	7.894000053	2.278000116	NA
1996	3	29	7.461999893	0.004	0	0	9.222000122	2.427999973	NA
1996	3	30	7.162000179	0.003	0	0	8.444000244	2.365999937	NA
1996	3	31	7.066999912	0.001	0	0	7.979000092	2.328999996	NA
1996	4	1	6.977000237	0	0	0	7.645999908	2.26699996	NA
1996	4	2	6.84499979	0	0	0	7.460999966	2.262000084	NA
1996	4	3	6.853000164	0	0	0	7.333000183	2.298000097	NA
1996	4	4	7.117000103	0	0	0	7.333000183	2.694000006	NA
1996	4	5	7.147999763	0	2.802999973	0	7.357999802	2.66899991	NA
1996	4	6	7.270999908	0	6.763000011	0	7.749000072	2.778000116	NA
1996	4	7	7.156000137	0	3.638000011	0	7.587999821	2.653000116	NA
1996	4	8	7.131999969	0	2.421999931	0	7.581999779	2.447000027	NA
1996	4	9	6.999000072	0	1.687999964	0	7.899000168	2.397000074	NA
1996	4	10	6.986000061	0	1.271999955	0	8.522999763	2.415999889	NA
1996	4	11	6.986000061	0	0.802999973	0	9.581999779	3.385999918	NA
1996	4	12	6.986000061	0	0.558000028	0	9.531999588	4.014999866	NA
1996	4	13	6.986000061	0	0.446999997	0	8.987999916	3.822999954	NA
1996	4	14	6.97300005	0	0.377000004	0	8.751000404	3.661000013	NA
1996	4	15	6.842999935	0	0.31400001	0	8.732999802	3.302000046	NA
1996	4	16	6.831999779	0	0.542999983	0	8.732999802	2.979000092	NA
1996	4	17	6.822000027	0	0.382999986	0	8.614999771	2.835999966	NA
1996	4	18	6.756000042	0	0.284999996	0	8.291000366	2.790999889	NA
1996	4	19	7.468999863	0	0.237000003	0	8.25399971	2.694000006	NA
1996	4	20	7.881000042	0	0.324999988	0	8.041000366	2.713999987	NA
1996	4	21	9.020999908	0	0.823000014	0	7.809000015	3.155999899	NA
1996	4	22	9.723999977	0	0.85799998	0	7.585000038	3.187000036	NA
1996	4	23	9.536000252	0	0.617999971	0	7.552000046	2.934000015	NA
1996	4	24	9.437999725	0	0.453000009	0	7.353000164	2.755000114	NA
1996	4	25	9.302000046	0	0.323000014	0	7.333000183	2.657000065	NA
1996	4	26	9.055999756	0	0.25	0	7.333000183	2.576999903	NA
1996	4	27	8.482999802	0	0.199000001	0	7.320000172	2.446000099	NA
1996	4	28	8.133999825	0	0.143000007	0	7.119999886	2.404000044	NA
1996	4	29	7.688000202	0	0.135000005	0	7.099999905	2.40899992	NA
1996	4	30	7.355999947	0	0.118000001	NA	7.099999905	2.506999969	NA
1996	5	1	7.037000179	0	0.101999998	NA	7.085000038	2.490999937	NA
1996	5	2	7.328999996	0	0.388999999	NA	6.897999763	2.816999912	NA
1996	5	3	7.294000149	0	3.197000027	NA	7.081999779	2.927000046	NA
1996	5	4	7.294000149	0	2.315999985	NA	7.111999989	2.808000088	NA
1996	5	5	7.294000149	0	1.868999958	NA	7.664999962	2.970999956	NA
1996	5	6	7.202000141	0	3.736999989	NA	8.032999992	2.930999994	NA
1996	5	7	7.032999992	0	3.023000002	NA	8.019000053	2.726000071	NA
1996	5	8	7.336999893	0	1.809000015	NA	7.822000027	2.556999922	NA
1996	5	9	7.294000149	0	1.146999955	NA	7.688000202	2.880000114	NA
1996	5	10	7.21600008	0	0.875	NA	7.673999786	4.046000004	NA
1996	5	11	7.139999866	0	3.459000111	NA	7.815000057	4.217000008	NA
1996	5	12	7.139999866	0	2.63499999	NA	8.222000122	3.888000011	NA
1996	5	13	7.139999866	0	2.892999887	NA	8.274000168	3.573999882	NA
1996	5	14	7.139999866	0	1.952000022	NA	8.039999962	3.326999903	NA
1996	5	15	7.203999996	0	1.105000019	NA	7.803999901	3.382999897	NA
1996	5	16	7.15500021	0	0.760999978	NA	7.585999966	4.066999912	NA
1996	5	17	7.139999866	0	0.518999994	NA	7.566999912	3.917000055	NA
1996	5	18	7.139999866	0	0.386999995	NA	7.566999912	3.664000034	NA
1996	5	19	7.139999866	0	0.351000011	NA	7.551000118	3.33100009	NA
1996	5	20	7.212999821	0	0.319999993	NA	7.349999905	3.108999968	NA
1996	5	21	7.294000149	0	0.287999988	NA	7.333000183	2.868000031	NA
1996	5	22	7.274000168	0	0.256999999	NA	7.333000183	2.710999966	NA
1996	5	23	7.642000198	0	0.225999996	NA	7.333000183	2.559999943	NA
1996	5	24	7.522999763	0	0.202000007	NA	7.316999912	2.691999912	NA
1996	5	25	7.295000076	0	0.200000003	NA	7.117000103	2.786999941	NA
1996	5	26	7.139999866	0	0.150999993	NA	7.099999905	2.651000023	NA
1996	5	27	7.139999866	0.189999998	0.086999997	NA	7.085999966	2.516000032	NA
1996	5	28	7.139999866	0.634000003	1.414999962	NA	6.886000156	2.476000071	0.360000014
1996	5	29	7.139999866	0.646000028	17.71999931	NA	6.867000103	2.427000046	0.27700001
1996	5	30	7.139999866	0.391000003	4.514999866	NA	6.867000103	2.336999893	0.177000001
1996	5	31	7.139999866	0.155000001	1.753999949	NA	6.867000103	NA	0.108000003
1996	6	1	7.126999855	0.008	1.00999999	NA	7.223999977	NA	0.064000003
1996	6	2	6.997000217	0.005	0.691999972	NA	7.701000214	NA	0.067000002
1996	6	3	6.986000061	0.003	0.730000019	NA	8.475000381	NA	0.067000002
1996	6	4	6.986000061	0.002	0.55400002	NA	8.930999756	NA	0.064000003
1996	6	5	6.986000061	0	3.529999971	NA	8.616999626	NA	0.059999999
1996	6	6	6.986000061	0	12.44999981	NA	7.954999924	NA	0.059
1996	6	7	7.089000225	0	9.673999786	NA	7.586999893	NA	0.056000002
1996	6	8	7.505000114	0	10.31999969	NA	7.454999924	NA	0.056000002
1996	6	9	7.602000237	0	4.020999908	NA	7.395999908	NA	0.057
1996	6	10	7.602000237	0	3.20600009	NA	9.305999756	NA	0.059
1996	6	11	7.709000111	0	5.160999775	5.613999844	12.34000015	NA	0.064999998
1996	6	12	9.409000397	0.861000001	6.34800005	5.762000084	14.18999958	NA	0.108999997
1996	6	13	26.79000092	1.55400002	11.21000004	5.933000088	14.25	NA	0.083999999
1996	6	14	30.30999947	1.199000001	41.90999985	6.602000237	14.22999954	NA	0.071000002
1996	6	15	22.56999969	1.39199996	14.78999996	5.731999874	26.87000084	NA	0.064000003
1996	6	16	19.70999908	1.274000049	16.75	4.343999863	27.13999939	NA	0.063000001
1996	6	17	19.51000023	12.69999981	12.02000046	7.93599987	28.45999908	NA	0.527999997
1996	6	18	20.40999985	26.59000015	6.743000031	13.85999966	29.10000038	NA	3.380000114
1996	6	19	17.51000023	23.17000008	4.335999966	10.48999977	28.84000015	NA	3.65199995
1996	6	20	14.13000011	18.94000053	3.345999956	7.315999985	25.97999954	NA	3.506000042
1996	6	21	11.94999981	17.06999969	2.595999956	5.662000179	22.90999985	NA	2.964999914
1996	6	22	11.18999958	15.32999992	2.128999949	4.559999943	20.98999977	NA	2.644000053
1996	6	23	19.09000015	14.77999973	1.76699996	3.759000063	18.13999939	NA	2.431999922
1996	6	24	23.40999985	17.34000015	4.295000076	2.974999905	16.45999908	NA	2.255000114
1996	6	25	26.36000061	17.65999985	4.093999863	2.470999956	18.04000092	NA	2.025000095
1996	6	26	29.20999908	15.98999977	4.137000084	2.042999983	20.20000076	NA	1.934999943
1996	6	27	31.98999977	14.26000023	3.999000072	1.932000041	23.70000076	NA	1.82099998
1996	6	28	32.29999924	13.43999958	3.526000023	1.932000041	25.39999962	NA	1.802999973
1996	6	29	33.25999832	15.52999973	3.358999968	1.950999975	25.65999985	NA	2.549000025
1996	6	30	47.63000107	19.87999916	2.938999891	1.973999977	26.96999931	NA	2.530999899
1996	7	1	60.59000015	13.13000011	3.279000044	1.807000041	46.88999939	NA	2.431999922
1996	7	2	63.47999954	11.17000008	12.43000031	1.620000005	64.55000305	10.76000023	3.049999952
1996	7	3	52.22999954	11.86999989	55.63999939	1.952999949	60.04000092	9.279000282	3.605999947
1996	7	4	44.54999924	11.60999966	61.04999924	9.008999825	52.02999878	21.98999977	3.387000084
1996	7	5	42.22999954	10.55000019	30.71999931	10.75	50.27000046	43.18000031	2.862999916
1996	7	6	39.41999817	9.031000137	21.85000038	8.55700016	59.79000092	43.70000076	2.519999981
1996	7	7	27.64999962	8.281999588	26.14999962	6.550000191	57.43000031	31.36000061	2.197999954
1996	7	8	26.57999992	7.96600008	17.30999947	5.105999947	52.70999908	24.96999931	1.947999954
1996	7	9	31.12999916	7.15899992	8.956000328	4.011000156	46.54000092	24.22999954	1.970999956
1996	7	10	28.69000053	11.09000015	10.5	3.183000088	43.38999939	19.78000069	2.164000034
1996	7	11	28.04999924	18.63999939	17.20000076	2.736000061	36.72999954	14.52000046	2.019000053
1996	7	12	26.79999924	18.64999962	22.43000031	2.526000023	34.09999847	13.51000023	1.827999949
1996	7	13	31.31999969	16.70999908	141.3999939	2.795000076	36.36999893	24.81999969	1.738000035
1996	7	14	46.31999969	14.31999969	74.5	4.868000031	54.41999817	54.58000183	1.684000015
1996	7	15	57.50999832	11.51000023	35.06999969	9.281000137	108.1999969	75.90000153	1.478999972
1996	7	16	80.08000183	9.031000137	24.70999908	19.87000084	137	82.84999847	1.417999983
1996	7	17	57.29000092	10.35999966	19.04000092	22.02000046	132.6999969	80.37000275	1.371000051
1996	7	18	49.88999939	37.45000076	18.42000008	18.44000053	114.8000031	62.63999939	1.279000044
1996	7	19	45.00999832	39.13999939	13.85000038	14.44999981	94.47000122	40.58000183	1.269000053
1996	7	20	43.74000168	45.45000076	57.33000183	11.27999973	83.81999969	35.47999954	1.963999987
1996	7	21	55.88000107	44.77000046	44.90000153	9.80700016	83.65000153	43.43999863	1.835000038
1996	7	22	59.65000153	43.34000015	19.72999954	8.904000282	104.5	55.06999969	1.554999948
1996	7	23	57.16999817	44.43999863	12.35999966	8.126999855	115.8000031	47.11000061	1.478000045
1996	7	24	54.79000092	38.58000183	9.312000275	7.46999979	112.3000031	28.98999977	1.911000013
1996	7	25	53.75999832	33.65999985	24.92000008	6.589000225	99.52999878	23.80999947	1.838000059
1996	7	26	55.72000122	28.44000053	20.81999969	6.190000057	94.33000183	30.75	1.555999994
1996	7	27	52.56000137	26.71999931	11.28999996	6.028999805	90.45999908	30.43000031	1.656000018
1996	7	28	46.70999908	25.75	7.77699995	8.223999977	82.19999695	23.01000023	2.904000044
1996	7	29	42.91999817	35.97999954	6.153999805	13.31999969	71.04000092	16.93000031	3.029999971
1996	7	30	39.95000076	43.65000153	5.426000118	18.31999969	62.34999847	13.69999981	2.83100009
1996	7	31	41.47000122	41.66999817	4.784999847	21.27000046	54.34000015	11.85999966	2.880000114
1996	8	1	47.65000153	38.06000137	4.899000168	40.45000076	57.70000076	10.72999954	3.266000032
1996	8	2	51.16999817	43.66999817	5.433000088	48.54000092	58.5	9.744999886	3.648999929
1996	8	3	49.18000031	85.44000244	4.895999908	56.34000015	56.63999939	9.248000145	5.004000187
1996	8	4	63.31999969	125.5	68.09999847	58.20999908	58.93000031	11.06000042	7.524000168
1996	8	5	151.1000061	188.8000031	384.6000061	62.68999863	86.70999908	27.89999962	17.02000046
1996	8	6	178.8000031	153.1000061	353.2999878	66.97000122	182	63.00999832	26.84000015
1996	8	7	177.3999939	146	181	97.69000244	228.1000061	87.66000366	27.19000053
1996	8	8	158.8999939	152.3000031	105.1999969	120.9000015	235.1999969	114.5	25.45999908
1996	8	9	172.6999969	193.8999939	49.52999878	115.0999985	246.8000031	123.4000015	24.36000061
1996	8	10	194.1000061	229.8999939	42	111.4000015	316	118.8000031	27.34000015
1996	8	11	213.1000061	212.3000031	40.13000107	97.26000214	293.2000122	109.6999969	27.97999954
1996	8	12	218.3000031	199.5	34.93000031	78.76999664	334.5	89.23999786	29.43000031
1996	8	13	212.1999969	187.5	31.70000076	63.72000122	359.5	57.77999878	29.61000061
1996	8	14	199.3000031	171.3000031	35.09999847	60.15000153	355.8999939	39.77999878	31.18000031
1996	8	15	190.3000031	146.1000061	48.11999893	61.25999832	345.5	33.50999832	33.04000092
1996	8	16	192.8000031	149.5	84.48999786	92.87000275	355.7999878	37.72999954	38.02999878
1996	8	17	231.1000061	164.1000061	176.3999939	138.8999939	423.7000122	52.65999985	43.16999817
1996	8	18	222.8000031	228.6000061	146.3999939	173.6000061	439	77.18000031	49.72000122
1996	8	19	226.1999969	309.2999878	117.4000015	173	491.3999939	94.12000275	74.84999847
1996	8	20	238.3000031	364.3999939	169.3999939	162.8999939	541.2000122	106.8000031	101.8000031
1996	8	21	251.8999939	411.1000061	127.4000015	155.6999969	567	110.4000015	126.8000031
1996	8	22	303.2000122	493.8999939	122.1999969	151	588	110.0999985	156.5
1996	8	23	529.2000122	424.2000122	113.6999969	168	606.5999756	109.5	189.3000031
1996	8	24	557.7000122	330.5	108.1999969	179.6000061	626	108.3000031	199.3999939
1996	8	25	552.0999756	327.2999878	166.1000061	168.1000061	648.0999756	107.3000031	195.3999939
1996	8	26	558.7000122	349.7999878	281.3999939	155.6000061	670.7000122	105.5	196.5
1996	8	27	555.5	317.2000122	172.8000031	184.3000031	691.2999878	105	193.6000061
1996	8	28	550.7000122	332.5	145.8000031	181.5	708.9000244	109.4000015	197.8000031
1996	8	29	534.4000244	318.8999939	130.8000031	155.5	714.2999878	115	195.3999939
1996	8	30	517.7000122	299.8999939	110.6999969	132.6000061	722.4000244	115.0999985	188.8000031
1996	8	31	508	342.8999939	202.1999969	131.6999969	728.2999878	113.0999985	181.1999969
1996	9	1	486.1000061	354.7000122	297	158.1000061	731.2000122	109.1999969	171
1996	9	2	503.5	341	257.3999939	206.5	741.4000244	107.9000015	164.1000061
1996	9	3	520.7000122	416.8999939	287.6000061	278.8999939	756.7000122	112	170.3000031
1996	9	4	532.9000244	569	249.1999969	284.8999939	775.7000122	116.8000031	169.5
1996	9	5	545.2999878	632.4000244	187.8999939	342.5	790.2000122	119	163.8999939
1996	9	6	601.4000244	552.4000244	144.8999939	381.5	808.2000122	120	160.8000031
1996	9	7	705.5999756	595.0999756	108.4000015	400.7000122	840.0999756	118.6999969	166.1000061
1996	9	8	728.2999878	669.5999756	116.6999969	416.3999939	864.2999878	115.4000015	172.5
1996	9	9	740.9000244	695.2999878	165.8999939	383.3999939	881.7000122	111.4000015	173.6000061
1996	9	10	748.5999756	655.5999756	140.8999939	352.8999939	904.2000122	107.9000015	171.3999939
1996	9	11	782.4000244	627.4000244	139.8000031	376.2999878	922.2000122	107.5999985	174.8000031
1996	9	12	817.5	872.5	390.8999939	413.5	936.5999756	109	207.8000031
1996	9	13	831.4000244	937.4000244	392.3999939	416.8999939	949.7999878	109.9000015	205.3999939
1996	9	14	846.0999756	889.5	251	377.2999878	961.5999756	116.5999985	185.6000061
1996	9	15	862.7999878	885.7999878	206.3000031	416.6000061	970.5999756	129.5	172.8999939
1996	9	16	888.7999878	808.0999756	148.5	354.7000122	979.4000244	130	167.1999969
1996	9	17	896.5999756	768.5	111.8000031	296.2999878	992.0999756	121.3000031	157.8000031
1996	9	18	879.7999878	698	96.04000092	266.6000061	1004	115.6999969	147.1999969
1996	9	19	847.9000244	589.9000244	110.5999985	258.5	1014	111.1999969	137.6000061
1996	9	20	834	515.7000122	84.94999695	238.5	1016	106.9000015	130.1999969
1996	9	21	814	522.4000244	72.54000092	216.1999969	1012	101.6999969	123.3000031
1996	9	22	784.4000244	479.8999939	74.11000061	208.6000061	1007	94.54000092	115.4000015
1996	9	23	678.4000244	447.7000122	75.04000092	196.1000061	994.0999756	84.30000305	107.6999969
1996	9	24	661.5999756	413	62.13999939	180.3000031	977.2000122	76.75	102.3000031
1996	9	25	666.0999756	367.1000061	50.25999832	159.3999939	957.0999756	70.12000275	97
1996	9	26	664.7999878	348.1000061	58.65999985	163.1999969	937.4000244	58.70000076	94.04000092
1996	9	27	688.0999756	346.2999878	65.80999756	178.6999969	914.7000122	50.65000153	93.58999634
1996	9	28	727.5999756	386.7999878	55.59999847	189	892.5	59.24000168	93.02999878
1996	9	29	759	391.7999878	53.31000137	170.6000061	871.9000244	59.06999969	92.95999908
1996	9	30	724	422.5	41.5	145.5	855.2000122	53.93000031	92.95999908
1996	10	1	570.2999878	378.3999939	35.68999863	137.1000061	834.9000244	45.20000076	93.44000244
1996	10	2	549.7999878	322.6000061	30.59000015	125	819.5999756	36.5	96.40000153
1996	10	3	542.4000244	307.2999878	57.81999969	128.3000031	805.2000122	31.97999954	98.19000244
1996	10	4	535.2000122	322.6000061	111.5999985	142.8000031	795.2000122	37.56999969	95.29000092
1996	10	5	527.0999756	335.2000122	114.8000031	140.1999969	789.0999756	59.86999893	100.3000031
1996	10	6	523	316	94.98000336	152.5	781.5	75.45999908	98.72000122
1996	10	7	510	293.3999939	56.56999969	154.8000031	774.9000244	83.83000183	95.79000092
1996	10	8	481.2999878	300	40	157.1000061	762.5999756	84.26999664	93.44999695
1996	10	9	467	280.1000061	33.31999969	138.5	752	65.33999634	90.38999939
1996	10	10	449	276	27.5	117.8000031	732.9000244	42.65999985	87.54000092
1996	10	11	417.7000122	239.8999939	21.54000092	105.6999969	711	31.72999954	84.94000244
1996	10	12	398.6000061	214.1999969	18	108	684.2999878	25.98999977	82.45999908
1996	10	13	391.6000061	225.6999969	23.57999992	118.8000031	644	22.25	80.33000183
1996	10	14	383.3999939	243	122.6999969	116.1999969	600.9000244	21.45999908	77.95999908
1996	10	15	386.5	250.5	169	115.5999985	589.9000244	40.36000061	74.69999695
1996	10	16	375.2000122	267.1000061	110.4000015	107.8000031	595.0999756	67.31999969	69.29000092
1996	10	17	365.1000061	233.8000031	85.08999634	91.75	598.5999756	74.55000305	62.75999832
1996	10	18	359.8999939	212.8000031	73.48000336	79.34999847	594.7000122	96.29000092	56.79000092
1996	10	19	351.2999878	194.3000031	43.93999863	69.91000366	577.9000244	94.56999969	51.13999939
1996	10	20	332.2000122	173.3000031	33.99000168	61.86999893	565	79.26999664	47.86999893
1996	10	21	300.5	152.1000061	27.75	56.93000031	532	51.04000092	44.88999939
1996	10	22	286.2000122	139	21.70999908	51.79999924	480.8999939	33.47000122	40.90000153
1996	10	23	264.2000122	126.9000015	17.95999908	47.13999939	434.7999878	25.82999992	36.86000061
1996	10	24	236.1000061	115.3000031	14.57999992	44.31000137	395.5	22.19000053	33.99000168
1996	10	25	212.8000031	104.0999985	12.27000046	40.56000137	372	20.04999924	31.67000008
1996	10	26	195.3999939	95.66000366	10.40999985	37.77999878	345.2000122	17.67000008	29.75
1996	10	27	170.5	87.93000031	8.869000435	34.22000122	309.8999939	16.43000031	28.04000092
1996	10	28	143.8000031	79.02999878	8.114999771	32.04999924	275.2000122	15.35000038	25.85000038
1996	10	29	124.4000015	72.83000183	7.626999855	28.84000015	247	14.31000042	23.60000038
1996	10	30	107.4000015	66.65000153	7.913000107	27.54000092	226.8000031	13.52000046	21.44000053
1996	10	31	100.4000015	60.33000183	7.473999977	25.19000053	207.3000031	12.96000004	19.70000076
1996	11	1	95.04000092	54.65000153	6.156000137	20.10000038	187.6000061	12.72000027	18.21999931
1996	11	2	79.62999725	49.79999924	5.193999767	18.79000092	168.3000031	12.42000008	16.62999916
1996	11	3	74.5	45	4.453000069	16.88999939	149.1000061	11.56000042	14.81999969
1996	11	4	65.22000122	40.74000168	4.040999889	14.69999981	129.6000061	10.73999977	13.22999954
1996	11	5	55.97999954	38.04999924	3.653000116	13.47999954	114.3000031	9.975000381	12.25
1996	11	6	49.02999878	35.45000076	3.266000032	12.60999966	103.1999969	9.289999962	11.05000019
1996	11	7	45.36000061	32.15999985	2.842999935	11.51000023	94.36000061	8.654999733	9.894000053
1996	11	8	43.75	29.68000031	2.420000076	10.06000042	87.30999756	8.081000328	8.923999786
1996	11	9	41.97000122	27.71999931	2.128999949	9.345999718	82.87000275	7.554999828	7.887000084
1996	11	10	40.59999847	25.43000031	1.970000029	8.218999863	76.44000244	7.18200016	7.065000057
1996	11	11	40.09999847	23.02000046	1.79400003	7.462999821	67.29000092	6.897999763	6.514999866
1996	11	12	39.34000015	20.52000046	1.690999985	6.650000095	63.25999832	6.765999794	8.449999809
1996	11	13	38.54000092	19.38999939	1.463000059	6.028999805	56.86000061	6.502999783	32.27999878
1996	11	14	37.75999832	18.92000008	1.251000047	5.482999802	52.06000137	6.311999798	9.326000214
1996	11	15	37.29999924	18.70000076	1.106999993	5.037000179	49.08000183	6.056000233	5.228000164
1996	11	16	36.59000015	18.67000008	0.851999998	4.781000137	45.70999908	5.951000214	4.896999836
1996	11	17	34.79000092	18.30999947	0.77700001	4.546000004	41.40999985	5.734000206	4.722000122
1996	11	18	34.79000092	18.10000038	0.712000012	4.366000175	37.47000122	5.603000164	4.499000072
1996	11	19	33.09000015	15.19999981	0.592999995	4.205999851	35.20999908	5.482999802	4.31799984
1996	11	20	31.63999939	10.19999981	0.474000007	3.788000107	33.95999908	5.322999954	3.993000031
1996	11	21	30.38999939	9.251000404	0.381999999	3.361000061	32.86999893	5.230999947	3.660000086
1996	11	22	29.95000076	8.836000443	0.354000002	3.08100009	31.73999977	5.111999989	3.233999968
1996	11	23	28.60000038	8.406999588	0.326000005	2.812000036	30.62000084	4.992000103	2.782000065
1996	11	24	28.07999992	7.668000221	0.294	2.566999912	29.53000069	4.897999763	2.505000114
1996	11	25	27.38999939	6.745999813	0.25999999	2.395999908	28.55999947	4.782000065	2.190000057
1996	11	26	26.51000023	6.474999905	0.241999999	2.16899991	27.96999931	4.701000214	1.91900003
1996	11	27	25.36000061	6.34499979	0.215000004	1.99000001	27.42000008	4.623000145	1.680999994
1996	11	28	24.19000053	6.039000034	0.197999999	1.875	26.46999931	4.617000103	1.429999948
1996	11	29	23.02000046	5.598999977	0.180999994	1.815999985	25.60000038	4.611000061	1.235000014
1996	11	30	21.87000084	5.264999866	0.157000005	1.77699995	NA	4.534999847	1.220000029
1996	12	1	20.84000015	4.955999851	0.138999999	1.574000001	NA	4.458000183	1.220000029
1996	12	2	18.81999969	4.702000141	0.136999995	1.437000036	NA	4.40500021	1.207999945
1996	12	3	16.54999924	4.423999786	0.136999995	1.350999951	NA	4.369999886	1.149999976
1996	12	4	14.85999966	4.243999958	0.135000005	1.263000011	NA	4.363999844	1.139999986
1996	12	5	14.27999973	3.964999914	0.118000001	1.174999952	NA	4.306000233	1.133000016
1996	12	6	13.48999977	3.52699995	0.100000001	1.085999966	NA	4.263999939	1.090999961
1996	12	7	13.14999962	3.191999912	0.082999997	0.998000026	NA	4.166999817	1.01699996
1996	12	8	12.90999985	3.148000002	0.082000002	0.915000021	NA	4.162000179	0.958999991
1996	12	9	12.67000008	2.976000071	0.085000001	0.865999997	NA	4.156000137	0.897000015
1996	12	10	12.31999969	2.698999882	0.180000007	0.815999985	NA	4.09800005	0.808000028
1996	12	11	12.07999992	2.571000099	0.144999996	0.76700002	NA	4.085999966	0.730000019
1996	12	12	11.85999966	2.54399991	0.103	0.762000024	NA	4.028999805	0.666000009
1996	12	13	11.75	2.26699996	0.090999998	0.762000024	NA	4.024000168	0.614000022
1996	12	14	11.61999989	1.916000009	0.082000002	0.758000016	NA	4.024000168	0.586000025
1996	12	15	11.60000038	1.644000053	0.075000003	0.70599997	NA	4.024000168	0.540000021
1996	12	16	11.46000004	1.511000037	0.068000004	0.651000023	NA	4.024000168	0.493000001
1996	12	17	11.39000034	1.480000019	0.068000004	0.64200002	NA	3.986999989	0.463
1996	12	18	11.28999996	1.475999951	0.068000004	0.616999984	NA	3.953999996	0.423000008
1996	12	19	11.09000015	1.421000004	0.067000002	0.592999995	NA	3.920000076	0.395999998
1996	12	20	10.97999954	1.360999942	0.055	0.583999991	NA	3.88499999	0.389999986
1996	12	21	10.85000038	1.300999999	0.052999999	0.535000026	NA	3.88499999	0.361000001
1996	12	22	10.76000023	1.184000015	0.052999999	0.529999971	NA	3.878000021	0.338
1996	12	23	10.68000031	1.065000057	0.052000001	0.526000023	NA	3.819999933	0.328999996
1996	12	24	10.67000008	1.00999999	0.043000001	0.474000007	NA	3.815999985	0.305000007
1996	12	25	10.53999996	0.952000022	0.041000001	0.416000009	NA	3.815999985	0.238999993
1996	12	26	10.52000046	0.913999975	0.041000001	0.361000001	NA	3.811000109	0.195999995
1996	12	27	10.39000034	0.907000005	0.041000001	0.328999996	NA	3.750999928	0.128999993
1996	12	28	10.35999966	0.843999982	0.041000001	0.273999989	NA	3.746000051	0.079000004
1996	12	29	10.22999954	0.778999984	0.041000001	0.266000003	NA	3.743000031	0.061000001
1996	12	30	10.06999969	0.774999976	0.039999999	0.238000005	NA	3.681999922	0.050999999
1996	12	31	9.989999771	NA	0.033	0.217999995	NA	3.684999943	0.043000001
1997	1	1	10.89999962	NA	NA	0.215000004	12.82999992	3.746000051	NA
1997	1	2	10.26000023	NA	NA	0.194000006	12.57999992	3.746000051	NA
1997	1	3	9.727000237	NA	NA	0.180999994	12.32999992	3.746000051	NA
1997	1	4	9.68999958	NA	NA	0.156000003	12.07999992	3.740999937	NA
1997	1	5	9.680000305	NA	NA	0.143000007	11.82999992	3.680999994	NA
1997	1	6	9.520999908	NA	NA	0.122000001	11.27000046	3.677000046	NA
1997	1	7	9.494999886	NA	NA	0.118000001	11.43000031	3.674000025	NA
1997	1	8	9.328000069	NA	NA	0.097999997	11.39999962	3.648999929	NA
1997	1	9	9.154999733	NA	NA	0.083999999	11.28999996	3.673000097	NA
1997	1	10	9.135000229	NA	NA	0.071000002	11.27999973	3.614000082	NA
1997	1	11	9.135000229	NA	NA	0.050000001	11.10999966	3.612999916	NA
1997	1	12	9.046999931	NA	NA	0.046999998	11.07999992	3.671999931	NA
1997	1	13	8.949999809	NA	NA	0.026000001	10.90999985	3.644000053	NA
1997	1	14	8.859999657	NA	NA	0.013	10.88000011	3.60800004	NA
1997	1	15	8.75	NA	NA	0	10.69999981	3.60800004	NA
1997	1	16	8.588999748	NA	NA	0	10.67000008	3.60800004	NA
1997	1	17	8.413999557	NA	NA	0	10.52999973	3.60800004	NA
1997	1	18	8.380000114	NA	NA	0	10.47999954	3.573999882	NA
1997	1	19	8.225999832	NA	NA	0	10.47000027	3.539000034	NA
1997	1	20	8.199000359	NA	NA	0	10.30000019	3.575000048	NA
1997	1	21	8.039999962	NA	NA	0	10.27000046	3.60800004	NA
1997	1	22	8.008999825	NA	NA	0	10.10000038	3.60800004	NA
1997	1	23	7.854000092	NA	NA	0	9.977999687	3.60800004	NA
1997	1	24	7.831999779	NA	NA	0	9.873000145	3.60800004	NA
1997	1	25	7.69299984	NA	NA	0	9.873000145	3.60800004	NA
1997	1	26	7.676000118	NA	NA	0	9.861000061	3.60800004	NA
1997	1	27	7.666999817	NA	NA	0	9.68599987	3.604000092	NA
1997	1	28	7.52699995	NA	NA	0	9.670000076	3.549000025	NA
1997	1	29	7.501999855	NA	NA	0	9.657999992	3.602999926	NA
1997	1	30	7.363999844	NA	NA	0	9.484999657	3.60800004	NA
1997	1	31	7.34800005	NA	NA	NA	9.385000229	3.601999998	NA
1997	2	1	7.34800005	NA	NA	NA	9.442000389	3.542999983	NA
1997	2	2	7.34800005	NA	NA	NA	9.288999557	3.539000034	NA
1997	2	3	7.34800005	NA	NA	NA	9.253000259	3.539000034	NA
